date,cpi_yoy_northeast,cpi_index_northeast,cpi_yoy_midwest,cpi_index_midwest,cpi_yoy_south,cpi_index_south,cpi_yoy_west,cpi_index_west,hpi_yoy_northeast,hpi_index_northeast,hpi_yoy_midwest,hpi_index_midwest,hpi_yoy_south,hpi_index_south,hpi_yoy_west,hpi_index_west,hpi_yoy_national,hpi_index_national,real_wage_northeast,real_wage_midwest,real_wage_south,real_wage_west,real_wage_yoy_northeast,real_wage_yoy_midwest,real_wage_yoy_south,real_wage_yoy_west,nominal_wage,debt_delinquency_rate,debt_4q_avg,debt_yoy_chg,sentiment,sentiment_12m_avg,sentiment_yoy_chg
2025-03-01,3.4405212855181055,120.60736750103878,2.7181156804487294,121.92644901860609,1.8279947091139004,123.41317668901657,2.5862953011875245,122.44394085637948,8.237140698489686,144.05721381528258,6.394708404009242,138.0620019645011,0.21570989292041265,138.71807710259824,4.060128416632147,138.18334081931215,3.434532659020384,137.32983899910693,29.94012782816853,29.616215587882476,29.25943644655708,29.49104688026596,0.7473308510427268,1.4558761355861982,2.3427442632696582,1.5862439593896216,36.11,3.06,3.065,-0.020000000000000018,57.0,69.05,-22.400000000000006
2025-04-01,3.5028611646623187,121.15720774289684,2.4221405524785355,122.28448062756472,1.87034059582607,123.81336859390662,2.262677895153553,122.85590387063382,8.088292648959271,144.83033759395414,5.8996078400629814,138.47707887719,-0.24037767151737777,137.94793359422525,2.505050216451399,136.54384511316204,2.82050317776692,136.9183644512699,29.812506142142936,29.53768116332664,29.172940216552366,29.40029649534306,0.3958170660957938,1.45515666098317,2.00470769536929,1.6133601152000576,36.12,3.04,3.055,-0.040000000000000036,52.2,66.96666666666665,-25.0
2025-05-01,3.1723545432942535,121.30693622569598,2.1933409810615867,122.5877156841741,1.6301668896556487,123.8469129446089,2.3458238700720946,123.23604291689401,7.592074842429741,145.61813328394828,5.931484910140528,138.5565594625514,-0.6576162103450023,137.1963128997855,0.9640406891087805,135.45267917908274,2.3467311713029515,136.6654703579745,29.90760555727806,29.5951350406668,29.294230382816565,29.43943925923193,0.7866400025908105,1.7521773507892968,2.3160275517864815,1.600578923233975,36.28,3.04,3.05,-0.020000000000000018,52.2,65.55833333333334,-16.89999999999999
2025-06-01,3.3415747720964006,122.02154943905548,2.646829740292267,123.2539263995781,1.899155362170446,124.2295525729687,2.659939513783871,123.45846097891923,7.22622145602263,145.73796587202153,5.988553363477589,138.9693984466915,-0.9725337294190672,136.7365456785325,0.008622773818034446,135.0428408920886,1.9335087478644652,136.4484655254438,29.798015323645973,29.500074409089542,29.268398096051442,29.451201409523918,0.4978309650724544,1.1780309181224302,1.920414121176739,1.1651103857906797,36.36,3.04,3.0450000000000004,-0.020000000000000018,60.7,64.93333333333334,-7.5
2025-07-01,3.219576382698741,121.94811800610374,1.860178563526893,123.29389080241928,1.9483945650887957,124.35280855927013,2.7500682651359964,123.69836473764462,6.496954253109721,145.62220083464933,6.02144696786282,139.54961406518055,-1.2366096361336787,136.55430551456772,0.11916339147530763,135.3454433256626,1.6422342095854026,136.42801699314765,29.90616058394161,29.57972999525487,29.327845846454963,29.483008993166774,0.7196264169173183,2.06380274205078,1.9754868777302592,1.1798565948536233,36.47,2.98,3.0250000000000004,-0.08000000000000007,61.7,64.54166666666667,-4.700000000000003
2025-08-01,3.2176390871911487,122.22608284498445,2.270645404054328,123.7367952668963,1.8446164609815963,124.34539759806846,2.9439869879028135,123.94945934225802,6.06543156671886,145.70227909027003,5.806735588449463,140.32688209752348,-1.1797214580925641,136.80670840861694,0.0017821305058562942,135.34230495703068,1.4821705426356413,136.57950305893348,29.96087181035165,29.595077132078483,29.450225506833586,29.544299906046593,0.7337651936103029,1.6665278542941087,2.0918118301460398,1.00154194406481,36.62,2.98,3.01,-0.06000000000000005,58.2,63.73333333333333,-9.700000000000003
2025-09-01,3.1378363635815587,122.58858338228762,2.667320722322719,124.17104764416025,2.281164564247695,124.76509203243663,3.1452796158508045,124.3977926056486,5.3864488899637575,145.71444347565767,5.3798917165664095,140.616528138259,-1.3165266075948256,136.85835218233711,0.3509377316063045,135.7164830529634,1.308395615808311,136.77939789505314,29.937534954256314,29.556004154182556,29.415279067368203,29.50213121252245,0.6888782673240668,1.1503268742641515,1.532213625165002,0.6816122758560805,36.7,2.98,2.995,-0.06000000000000005,55.1,62.48333333333334,-14.999999999999993
2025-10-01,3.056464799462777,,2.9957247870082693,,2.0602274322617076,,3.1210591772069307,,5.130726831321986,146.15949236972256,5.686762145606017,141.34088100099788,-1.4739512873927274,137.03916283988283,0.08697951534364368,135.54518525808342,1.3224912876418582,137.22676170365486,,,,,0.42737067930267436,0.48659604771918996,1.4076692919711586,0.3644636109572552,36.85,2.94,2.9699999999999998,-0.10000000000000009,53.6,61.07500000000001,-16.9
2025-11-01,3.077960144207914,122.6935366010918,2.6263464267838765,123.33715123848448,1.8373667071068134,124.41638680536866,3.0440247190945957,124.14774714283716,5.332199045023112,147.20788863376316,5.591205736970406,141.83026684390825,-1.423607939988203,137.4120490478348,0.48352352614347005,136.68464729570678,1.288234391777876,137.77678549072303,30.156437759469355,29.999071349115948,29.73884787209029,29.80319889126136,0.8291046158260817,1.2728094571806237,2.057415298828502,0.8623106026677485,37.0,2.94,2.96,-0.040000000000000036,51.0,59.34166666666667,-20.799999999999997
2025-12-01,3.3086709374718026,123.03920163913284,2.130464859829728,122.86911452067437,1.8325050734248505,124.285329807276,3.0378960327046345,124.10613118469094,5.4756596047699,148.09580606001924,5.298101469368999,142.88293921156568,-1.551516763309957,137.67776613503057,0.7999824527024746,137.23466317268802,1.142996702894128,138.25878660913256,30.0879715625737,30.129622195471175,29.786299040607084,29.829307904947882,0.40448018727341495,1.5627748150467857,1.859945376340133,0.6683346971934734,37.02,2.94,2.95,-0.040000000000000036,52.9,57.583333333333336,-21.1
2026-01-01,2.7175469581612877,123.32934534982016,1.6998889383251115,123.36887555826561,1.579534015236428,124.7682124371531,2.8461416437131515,124.70204372823032,5.087911066814521,148.74966846164588,4.639795018740411,143.53630648661158,-1.4906947195338027,137.77514513081758,0.21133405472097966,137.34210231129833,0.8662587651709241,138.48705900027542,30.122595635795427,30.1129436674281,29.77521219093589,29.7910113493913,0.9127816991112647,1.9225635452090328,2.043324901474386,0.7866044091968449,37.15,2.92,2.935,-0.06000000000000005,56.4,56.30833333333334,-15.300000000000004
2026-02-01,2.6962753859976374,124.05828664765808,2.0683815684747087,124.16239555694722,1.5603460268879044,125.2885399236281,2.8456345053968324,125.4567263978066,4.784342386413343,149.51270293362577,5.024829908067341,144.70864421577124,-1.752056769285748,137.07792113292274,-0.853770642470908,136.82861423861158,0.7358005661871614,138.5484045971639,30.042330107179158,30.017139918105137,29.747333652957092,29.70745457028887,0.9779680339500496,1.599153957153976,2.1073836277354374,0.8313212612717225,37.27,,,,56.6,55.63333333333333,-8.100000000000001
2026-03-01,3.6982257307648814,125.06770019916036,2.731680943450421,125.25709059147316,2.8583799774338337,126.94079422101045,3.375641911768912,126.57720984234896,4.009986576870395,149.83388875228889,6.066774769189043,146.4379126655207,-1.7003674674284652,136.35936004810333,-1.6045394475628028,135.96613460590612,0.6645840803700009,138.24251124669274,29.863825704416968,29.818671201470963,29.423165523111294,29.507681553827236,-0.254849024658399,0.6835971766471216,0.5595769995545563,0.05640584286077388,37.35,,,,53.3,55.324999999999996,-3.700000000000003
2026-04-01,4.347543290651235,126.42456979926354,3.4015714073934333,126.44407455627152,3.2927048253310165,127.89017735600305,3.774508687632383,127.49311063550017,,,,,,,,,,,29.590767094876778,29.586202541544477,29.25166011449276,29.342761984178356,-0.7437786216594078,0.16426942233394026,0.2698387524742163,-0.19569364266043277,37.41,,,,49.8,55.12500000000001,-2.4000000000000057
